,state,action
0,40,0
1,3,1
2,4,4
3,41,0
4,43,0
5,82,0
6,83,4
7,134,0
8,135,0
9,295,0
10,304,4
11,342,0
12,398,0
13,393,0
14,394,3
15,384,7
16,395,1
17,384,0
18,187,0
19,189,6
20,396,0
21,188,0
22,199,0
23,198,0
24,197,1
25,196,5
26,195,6
27,199,2
28,189,0
29,200,0
30,195,0
31,196,7
32,197,2
33,195,2
34,201,0
35,385,0
36,194,2
37,192,0
38,193,7
39,194,7
40,196,7
41,197,2
42,195,0
43,196,1
44,194,6
45,195,0
46,196,6
47,198,0
48,197,2
49,195,6
50,199,0
51,198,0
52,197,1
53,196,7
54,197,1
55,196,6
56,198,0
57,197,2
58,195,3
59,194,5
60,385,2
61,191,0
62,192,0
63,193,7
64,194,1
65,193,6
66,385,0
67,194,2
68,192,0
69,193,7
70,194,7
71,196,7
72,197,1
73,196,5
74,195,4
75,197,1
76,196,5
77,195,0
78,196,1
79,194,6
80,195,0
81,196,1
82,194,1
83,193,7
84,194,1
85,193,7
86,194,1
87,193,1
88,387,7
89,193,1
90,387,1
91,388,5
92,310,5
93,309,4
94,386,0
95,387,2
96,310,4
97,387,2
98,310,1
99,389,0
100,311,2
101,285,4
102,311,6
103,310,1
104,389,0
105,311,1
106,283,2
107,284,3
108,276,5
109,275,0
110,276,1
111,255,7
112,276,5
113,275,0
114,276,7
115,282,2
116,275,7
117,284,2
118,224,0
119,275,0
120,276,7
121,282,1
122,276,7
123,282,1
124,276,7
125,282,5
126,284,0
127,282,1
128,276,7
129,282,2
130,275,4
131,282,5
132,284,0
133,282,1
134,276,2
135,281,0
136,255,7
137,276,1
138,255,7
139,276,5
140,275,0
141,276,5
142,275,0
143,276,5
144,275,0
145,276,7
146,282,7
147,283,6
148,389,1
149,285,0
150,283,1
151,282,7
152,283,5
153,285,0
154,283,1
155,282,1
156,276,2
157,281,0
158,255,7
159,276,1
160,255,1
161,256,6
162,281,2
163,226,0
164,228,0
165,256,5
166,228,0
167,256,2
168,175,0
169,173,1
170,172,5
171,169,0
172,172,1
173,170,7
174,172,5
175,169,0
176,172,7
177,173,7
178,256,2
179,175,0
180,173,5
181,175,0
182,173,2
183,169,0
184,172,6
185,175,4
186,256,7
187,255,1
188,256,2
189,175,0
190,173,1
191,172,6
192,175,4
193,256,5
194,228,0
195,256,1
196,173,1
197,172,5
198,169,0
199,172,5
200,169,0
201,172,6
202,175,0
203,173,6
204,228,3
205,173,5
206,175,0
207,173,5
208,175,0
209,173,5
210,175,0
211,173,6
212,228,0
213,256,1
214,173,2
215,169,0
216,172,1
217,170,2
218,124,0
219,174,1
220,125,5
221,126,7
222,124,2
223,123,0
224,126,0
225,125,7
226,174,5
227,124,0
228,174,7
229,170,7
230,172,1
231,170,6
232,169,0
233,172,7
234,173,7
235,256,5
236,228,0
237,256,6
238,281,0
239,255,7
240,276,1
241,255,6
242,275,0
243,276,6
244,284,6
245,274,0
246,285,2
247,223,1
248,224,0
249,275,0
250,276,1
251,255,5
252,281,0
253,255,2
254,228,4
255,255,1
256,256,7
257,255,1
258,256,7
259,255,7
260,276,1
261,255,7
262,276,5
263,275,0
264,276,1
265,255,6
266,275,0
267,276,7
268,282,7
269,283,6
270,389,0
271,311,7
272,388,1
273,311,7
274,388,7
275,387,6
276,192,7
277,385,0
278,194,6
279,195,0
280,196,6
281,198,2
282,200,1
283,201,5
284,190,7
285,189,0
286,200,0
287,195,7
288,198,2
289,200,0
290,195,0
291,196,6
292,198,0
293,197,2
294,195,0
295,196,7
296,197,5
297,198,0
298,197,2
299,195,0
300,196,7
301,197,5
302,198,2
303,200,0
304,195,4
305,197,2
306,195,0
307,196,7
308,197,2
309,195,0
310,196,1
311,194,5
312,385,0
313,194,7
314,196,7
315,197,2
316,195,0
317,196,1
318,194,6
319,195,0
320,196,7
321,197,5
322,198,0
323,197,2
324,195,0
325,196,6
326,198,0
327,197,1
328,196,1
329,194,7
330,196,5
331,195,0
332,196,7
333,197,5
334,198,0
335,197,1
336,196,5
337,195,0
338,196,1
339,194,6
340,195,0
341,196,6
342,198,0
343,197,1
344,196,7
345,197,2
346,195,3
347,194,2
348,192,2
349,390,0
