,state,action
0,3,0
1,41,0
2,43,0
3,82,0
4,83,0
5,84,5
6,83,0
7,84,0
8,177,0
9,136,0
10,178,0
11,298,0
12,180,0
13,299,7
14,182,0
15,392,0
16,384,6
17,394,1
18,392,0
19,384,0
20,187,0
21,189,5
22,187,2
23,301,0
24,186,5
25,301,0
26,186,0
27,190,0
28,201,0
29,385,4
30,196,2
31,385,0
32,194,6
33,195,0
34,196,6
35,198,0
36,197,1
37,196,1
38,194,1
39,193,7
40,194,6
41,195,3
42,194,1
43,193,6
44,385,2
45,191,0
46,192,0
47,193,1
48,387,2
49,310,0
50,388,7
51,387,7
52,193,2
53,386,0
54,387,1
55,388,5
56,310,0
57,388,1
58,311,7
59,388,6
60,386,0
61,387,7
62,193,5
63,192,0
64,193,5
65,192,0
66,193,7
67,194,1
68,193,7
69,194,2
70,192,0
71,193,5
72,192,0
73,193,1
74,387,6
75,192,7
76,385,0
77,194,5
78,385,0
79,194,7
80,196,6
81,198,0
82,197,5
83,198,0
84,197,2
85,195,0
86,196,6
87,198,3
88,196,7
89,197,1
90,196,7
91,197,1
92,196,6
93,198,0
94,197,2
95,195,2
96,201,0
97,385,0
98,194,1
99,193,7
100,194,5
101,385,0
102,194,2
103,192,0
104,193,1
105,387,7
106,193,1
107,387,5
108,386,3
109,388,5
110,310,0
111,388,5
112,310,0
113,388,5
114,310,0
115,388,6
116,386,0
117,387,5
118,386,5
119,390,6
120,391,0
121,191,3
122,386,0
123,387,6
124,192,0
125,193,5
126,192,1
127,386,4
128,193,7
129,194,6
130,195,0
131,196,7
132,197,2
133,195,0
134,196,7
135,197,1
136,196,6
137,198,0
138,197,5
139,198,0
140,197,1
141,196,6
142,198,0
143,197,5
144,198,5
145,199,3
146,195,0
147,196,2
148,385,2
149,191,0
150,192,0
151,193,7
152,194,6
153,195,0
154,196,6
155,198,5
156,199,0
157,198,5
158,199,2
159,189,0
160,200,0
161,195,0
162,196,7
163,197,2
164,195,0
165,196,7
166,197,1
167,196,5
168,195,0
169,196,5
170,195,0
171,196,7
172,197,5
173,198,0
174,197,2
175,195,1
176,385,0
177,194,7
178,196,7
179,197,5
180,198,0
181,197,2
182,195,0
183,196,1
184,194,5
185,385,0
186,194,6
187,195,0
188,196,7
189,197,2
190,195,0
191,196,7
192,197,1
193,196,6
194,198,0
195,197,2
196,195,6
197,199,0
198,198,1
199,195,0
200,196,7
201,197,2
202,195,0
203,196,5
204,195,0
205,196,1
206,194,6
207,195,3
208,194,2
209,192,7
210,385,7
211,195,0
212,196,1
213,194,7
214,196,7
215,197,2
216,195,5
217,200,5
218,189,0
219,200,0
220,195,0
221,196,1
222,194,6
223,195,7
224,198,2
225,200,0
226,195,0
227,196,7
228,197,5
229,198,0
230,197,5
231,198,0
232,197,5
233,198,0
234,197,1
235,196,7
236,197,1
237,196,2
238,385,0
239,194,7
240,196,1
241,194,7
242,196,7
243,197,5
244,198,0
245,197,2
246,195,1
247,385,4
248,196,6
249,198,5
250,199,0
251,198,0
252,197,5
253,198,1
254,195,3
255,194,6
256,195,1
257,385,0
258,194,7
259,196,1
260,194,1
261,193,1
262,387,1
263,388,7
264,387,1
265,388,2
266,389,0
267,311,1
268,283,5
269,285,4
270,311,7
271,388,6
272,386,0
273,387,7
274,193,5
275,192,1
276,386,7
277,192,0
278,193,6
279,385,3
280,193,1
281,387,6
282,192,0
283,193,1
284,387,6
285,192,0
286,193,2
287,386,0
288,387,7
289,193,7
290,194,5
291,385,0
292,194,5
293,385,3
294,193,6
295,385,0
296,194,2
297,192,0
298,193,2
299,386,0
300,387,1
301,388,5
302,310,3
303,311,5
304,389,0
305,311,1
306,283,1
307,282,6
308,285,0
309,283,2
310,284,0
311,282,2
312,275,0
313,276,6
314,284,6
315,274,0
316,285,0
317,283,7
318,311,7
319,388,5
320,310,3
321,311,2
322,285,0
323,283,2
324,284,0
325,282,2
326,275,0
327,276,7
328,282,6
329,285,4
330,311,6
331,310,0
332,388,5
333,310,6
334,390,0
335,386,0
336,387,2
337,310,0
338,388,6
339,386,3
340,388,2
341,389,0
342,311,2
343,285,0
344,283,6
345,389,0
346,311,5
347,389,7
348,310,0
349,388,1
