,state,action
0,18,2
1,17,2
2,16,2
3,12,2
4,11,2
5,13,2
6,52,2
7,79,2
8,78,2
9,77,2
10,74,2
11,73,2
12,252,2
13,253,2
14,257,2
15,324,1
16,258,2
17,189,2
18,190,2
19,320,0
20,318,2
21,319,1
22,321,0
23,319,3
24,318,2
25,319,3
26,318,3
27,317,2
28,318,2
29,319,1
30,321,3
31,320,0
32,318,2
33,319,1
34,321,0
35,319,3
36,318,1
37,320,2
38,321,1
39,323,1
40,342,1
41,264,0
42,342,3
43,262,2
44,342,0
45,323,1
46,342,1
47,264,1
48,265,0
49,264,3
50,263,2
51,264,3
52,263,2
53,264,1
54,265,0
55,264,1
56,265,0
57,264,0
58,342,1
59,264,3
60,263,2
61,264,0
62,342,1
63,264,0
64,342,0
65,323,1
66,342,0
67,323,1
68,342,3
69,262,2
70,342,1
71,264,0
72,342,3
73,262,2
74,342,0
75,323,0
76,321,0
77,319,3
78,318,2
79,319,1
80,321,1
81,323,3
82,261,1
83,262,2
84,342,0
85,323,1
86,342,3
87,262,2
88,342,3
89,262,2
90,342,1
91,264,1
92,265,0
93,264,0
94,342,1
95,264,1
96,265,1
97,244,1
98,243,1
99,242,3
100,241,2
101,242,3
102,241,2
103,242,1
104,218,0
105,242,3
106,241,2
107,242,1
108,218,0
109,242,0
110,243,0
111,244,0
112,265,0
113,264,3
114,263,2
115,264,0
116,342,1
117,264,3
118,263,2
119,264,1
120,265,3
121,266,2
122,265,0
123,264,1
124,265,3
125,266,2
126,265,3
127,266,1
128,245,2
129,244,1
130,243,3
131,246,2
132,243,1
133,242,1
134,218,0
135,242,0
136,243,3
137,246,2
138,243,3
139,246,2
140,243,3
141,246,0
142,245,2
143,244,0
144,265,0
145,264,0
146,342,1
147,264,0
148,342,0
149,323,0
150,321,0
151,319,1
152,321,3
153,320,2
154,321,3
155,320,2
156,321,3
157,320,2
158,321,1
159,323,1
160,342,0
161,323,0
162,321,1
163,323,0
164,321,1
165,323,0
166,321,3
167,320,2
168,321,3
169,320,2
170,321,1
171,323,1
172,342,3
173,262,2
174,342,0
175,323,3
176,261,2
177,323,3
178,261,1
179,262,2
180,342,3
181,262,2
182,342,3
183,262,2
184,342,3
185,262,2
186,342,3
187,262,2
188,342,1
189,264,1
190,265,0
191,264,3
192,263,2
193,264,0
194,342,0
195,323,0
196,321,3
197,320,2
198,321,3
