,state,action
0,18,2
1,17,2
2,16,2
3,12,2
4,11,2
5,13,2
6,52,2
7,79,1
8,172,2
9,80,2
10,76,2
11,71,2
12,72,2
13,259,2
14,254,2
15,256,2
16,258,2
17,189,2
18,190,2
19,320,2
20,321,3
21,320,2
22,321,3
23,320,3
24,190,2
25,320,3
26,190,2
27,320,2
28,321,0
29,319,3
30,318,2
31,319,3
32,318,2
33,319,1
34,321,0
35,319,1
36,321,0
37,319,1
38,321,3
39,320,2
40,321,1
41,323,1
42,342,3
43,262,2
44,342,0
45,323,3
46,261,2
47,323,1
48,342,3
49,262,2
50,342,3
51,262,2
52,342,0
53,323,1
54,342,1
55,264,0
56,342,0
57,323,1
58,342,1
59,264,0
60,342,1
61,264,3
62,263,2
63,264,1
64,265,1
65,244,3
66,245,2
67,244,0
68,265,3
69,266,2
70,265,3
71,266,2
72,265,1
73,244,3
74,245,0
75,266,2
76,265,3
77,266,2
78,265,3
79,266,2
80,265,1
81,244,1
82,243,0
83,244,3
84,245,1
85,246,2
86,243,0
87,244,0
88,265,0
89,264,1
90,265,1
91,244,0
92,265,3
93,266,0
94,263,2
95,264,0
96,342,3
97,262,3
98,193,2
99,262,2
100,342,3
101,262,0
102,261,2
103,323,0
104,321,1
105,323,1
106,342,3
107,262,2
108,342,1
109,264,0
110,342,0
111,323,3
112,261,2
113,323,0
114,321,3
115,320,2
116,321,1
117,323,3
118,261,2
119,323,1
120,342,0
121,323,1
122,342,3
123,262,2
124,342,1
125,264,1
126,265,1
127,244,0
128,265,0
129,264,0
130,342,0
131,323,1
132,342,1
133,264,0
134,342,3
135,262,2
136,342,1
137,264,0
138,342,1
139,264,1
140,265,1
141,244,1
142,243,0
143,244,1
144,243,0
145,244,0
146,265,0
147,264,0
148,342,0
149,323,0
150,321,1
151,323,0
152,321,1
153,323,3
154,261,2
155,323,0
156,321,0
157,319,1
158,321,1
159,323,0
160,321,0
161,319,1
162,321,3
163,320,1
164,261,2
165,323,0
166,321,3
167,320,2
168,321,0
169,319,1
170,321,3
171,320,2
172,321,3
173,320,2
174,321,1
175,323,3
176,261,2
177,323,3
178,261,2
179,323,0
180,321,3
181,320,2
182,321,0
183,319,1
184,321,0
185,319,3
186,318,2
187,319,1
188,321,1
189,323,3
190,261,2
191,323,3
192,261,0
193,320,2
194,321,1
195,323,1
196,342,0
197,323,1
198,342,0
