,state,action
0,6,1
1,5,1
2,3,1
3,28,3
4,23,1
5,24,1
6,25,3
7,27,1
8,29,1
9,143,0
10,29,1
11,143,0
12,29,1
13,143,0
14,29,2
15,26,1
16,49,3
17,143,0
18,29,1
19,143,1
20,144,1
21,290,1
22,291,1
23,292,1
24,161,1
25,162,0
26,161,1
27,162,1
28,327,1
29,328,0
30,327,1
31,328,1
32,306,1
33,305,1
34,303,0
35,305,1
36,303,0
37,305,1
38,303,0
39,305,1
40,303,0
41,305,2
42,304,0
43,309,0
44,163,1
45,309,1
46,304,1
47,302,2
48,301,0
49,307,2
50,308,1
51,300,0
52,308,2
53,312,1
54,299,3
55,300,0
56,308,0
57,310,1
58,308,3
59,307,2
60,308,1
61,300,3
62,301,0
63,307,3
64,304,3
65,305,1
66,303,0
67,305,1
68,303,0
69,305,1
70,303,2
71,302,0
72,304,3
73,305,1
74,303,0
75,305,1
76,303,0
77,305,1
78,303,0
79,305,1
80,303,0
81,305,1
82,303,0
83,305,1
84,303,0
85,305,2
86,304,0
87,309,3
88,306,1
89,305,1
90,303,0
91,305,1
92,303,2
93,302,3
94,303,2
95,302,3
96,303,0
97,305,1
98,303,2
99,302,3
100,303,0
101,305,1
102,303,2
103,302,0
104,304,0
105,309,0
106,163,3
107,328,1
108,306,0
109,328,1
110,306,1
111,305,2
112,304,1
113,302,3
114,303,0
115,305,0
116,306,1
117,305,1
118,303,2
119,302,0
120,304,1
121,302,0
122,304,1
123,302,3
124,303,0
125,305,1
126,303,0
127,305,1
128,303,0
129,305,1
130,303,0
131,305,1
132,303,2
133,302,3
134,303,0
135,305,1
136,303,0
137,305,1
138,303,0
139,305,1
140,303,2
141,302,3
142,303,2
143,302,3
144,303,2
145,302,0
146,304,1
147,302,0
148,304,1
149,302,3
150,303,2
151,302,0
152,304,1
153,302,0
154,304,3
155,305,1
156,303,0
157,305,1
158,303,0
159,305,1
160,303,2
161,302,3
162,303,0
163,305,1
164,303,0
165,305,1
166,303,0
167,305,1
168,303,0
169,305,1
170,303,0
171,305,1
172,303,0
173,305,1
174,303,0
175,305,0
176,306,1
177,305,0
178,306,2
179,309,2
180,326,1
181,307,0
182,326,1
183,307,0
184,326,0
185,325,1
186,326,1
187,307,1
188,301,0
189,307,1
190,301,3
191,302,3
192,303,0
193,305,1
194,303,0
195,305,0
196,306,1
197,305,0
198,306,1
