,state,action
0,16,1
1,6,1
2,5,3
3,4,1
4,2,2
5,3,1
6,28,0
7,3,1
8,28,1
9,30,1
10,34,2
11,37,2
12,145,1
13,146,1
14,142,3
15,51,3
16,39,1
17,40,1
18,41,1
19,221,3
20,230,1
21,231,2
22,232,2
23,222,3
24,232,0
25,221,1
26,232,1
27,156,1
28,155,1
29,157,1
30,325,3
31,163,1
32,309,3
33,306,1
34,305,1
35,303,0
36,305,0
37,306,1
38,305,1
39,303,0
40,305,1
41,303,0
42,305,1
43,303,2
44,302,3
45,303,2
46,302,3
47,303,0
48,305,1
49,303,2
50,302,3
51,303,2
52,302,0
53,304,0
54,309,1
55,304,3
56,305,1
57,303,0
58,305,1
59,303,0
60,305,1
61,303,0
62,305,1
63,303,0
64,305,1
65,303,0
66,305,1
67,303,0
68,305,1
69,303,0
70,305,1
71,303,0
72,305,1
73,303,0
74,305,1
75,303,0
76,305,1
77,303,0
78,305,1
79,303,0
80,305,1
81,303,0
82,305,1
83,303,0
84,305,1
85,303,0
86,305,1
87,303,2
88,302,3
89,303,0
90,305,1
91,303,0
92,305,2
93,304,0
94,309,1
95,304,3
96,305,1
97,303,2
98,302,3
99,303,0
100,305,1
101,303,0
102,305,1
103,303,0
104,305,1
105,303,2
106,302,3
107,303,0
108,305,2
109,304,3
110,305,2
111,304,1
112,302,2
113,301,3
114,302,0
115,304,1
116,302,3
117,303,0
118,305,1
119,303,0
120,305,1
121,303,0
122,305,1
123,303,2
124,302,0
125,304,1
126,302,0
127,304,3
128,305,2
129,304,0
130,309,3
131,306,1
132,305,1
133,303,0
134,305,1
135,303,0
136,305,1
137,303,0
138,305,1
139,303,2
140,302,0
141,304,3
142,305,1
143,303,0
144,305,1
145,303,0
146,305,1
147,303,0
148,305,1
149,303,0
150,305,1
151,303,0
152,305,1
153,303,0
154,305,1
155,303,2
156,302,0
157,304,0
158,309,3
159,306,1
160,305,1
161,303,0
162,305,1
163,303,0
164,305,1
165,303,0
166,305,1
167,303,0
168,305,1
169,303,0
170,305,1
171,303,2
172,302,3
173,303,0
174,305,2
175,304,1
176,302,0
177,304,1
178,302,2
179,301,2
180,300,0
181,308,3
182,307,2
183,308,1
184,300,0
185,308,3
186,307,1
187,301,0
188,307,0
189,326,1
190,307,1
191,301,3
192,302,0
193,304,1
194,302,0
195,304,3
196,305,1
197,303,0
198,305,1
