,state,action
0,16,1
1,6,1
2,5,1
3,3,3
4,2,1
5,23,0
6,2,1
7,23,3
8,21,1
9,22,1
10,27,1
11,29,1
12,143,0
13,29,1
14,143,1
15,144,1
16,290,1
17,291,1
18,292,1
19,161,0
20,292,1
21,161,0
22,292,1
23,161,1
24,162,1
25,327,1
26,328,1
27,306,1
28,305,0
29,306,1
30,305,1
31,303,0
32,305,1
33,303,0
34,305,2
35,304,0
36,309,1
37,304,0
38,309,0
39,163,1
40,309,2
41,326,1
42,307,1
43,301,0
44,307,3
45,304,0
46,309,1
47,304,1
48,302,3
49,303,0
50,305,1
51,303,0
52,305,1
53,303,0
54,305,1
55,303,0
56,305,2
57,304,0
58,309,1
59,304,1
60,302,0
61,304,3
62,305,1
63,303,0
64,305,0
65,306,1
66,305,1
67,303,0
68,305,2
69,304,3
70,305,1
71,303,2
72,302,3
73,303,2
74,302,3
75,303,0
76,305,2
77,304,1
78,302,3
79,303,0
80,305,1
81,303,2
82,302,0
83,304,1
84,302,3
85,303,0
86,305,1
87,303,2
88,302,3
89,303,2
90,302,0
91,304,2
92,307,1
93,301,0
94,307,1
95,301,3
96,302,3
97,303,0
98,305,1
99,303,2
100,302,3
101,303,0
102,305,1
103,303,0
104,305,1
105,303,0
106,305,0
107,306,0
108,328,1
109,306,1
110,305,1
111,303,2
112,302,0
113,304,0
114,309,3
115,306,0
116,328,2
117,163,0
118,158,1
119,163,1
120,309,3
121,306,1
122,305,0
123,306,1
124,305,1
125,303,0
126,305,1
127,303,2
128,302,3
129,303,0
130,305,1
131,303,0
132,305,1
133,303,0
134,305,1
135,303,0
136,305,1
137,303,0
138,305,1
139,303,0
140,305,1
141,303,0
142,305,0
143,306,1
144,305,0
145,306,1
146,305,1
147,303,2
148,302,3
149,303,0
150,305,1
151,303,0
152,305,1
153,303,0
154,305,1
155,303,0
156,305,1
157,303,0
158,305,1
159,303,0
160,305,1
161,303,0
162,305,1
163,303,2
164,302,0
165,304,0
166,309,0
167,163,1
168,309,1
169,304,0
170,309,2
171,326,3
172,309,3
173,306,1
174,305,1
175,303,0
176,305,0
177,306,1
178,305,1
179,303,0
180,305,1
181,303,0
182,305,0
183,306,0
184,328,1
185,306,1
186,305,1
187,303,0
188,305,1
189,303,0
190,305,1
191,303,0
192,305,1
193,303,0
194,305,1
195,303,0
196,305,1
197,303,0
198,305,1
