,state,action
0,0,1
1,106,0
2,2,1
3,3,5
4,40,4
5,2,6
6,0,0
7,1,5
8,0,3
9,2,3
10,41,1
11,62,0
12,44,5
13,62,1
14,7,5
15,6,0
16,7,0
17,45,0
18,9,7
19,133,1
20,9,7
21,133,1
22,9,0
23,87,7
24,278,0
25,85,7
26,84,4
27,135,4
28,341,5
29,340,0
30,341,1
31,295,1
32,136,1
33,294,5
34,137,5
35,85,1
36,86,1
37,48,5
38,47,7
39,87,0
40,86,6
41,278,0
42,85,5
43,278,0
44,85,0
45,137,7
46,177,0
47,136,6
48,135,7
49,340,0
50,341,1
51,295,4
52,343,5
53,341,0
54,343,0
55,342,0
56,398,0
57,393,5
58,398,5
59,342,2
60,304,7
61,343,1
62,304,5
63,295,1
64,136,7
65,295,1
66,136,4
67,304,0
68,179,7
69,342,5
70,343,1
71,304,4
72,342,1
73,179,1
74,298,5
75,178,5
76,136,1
77,294,0
78,139,1
79,286,1
80,146,7
81,286,5
82,138,6
83,137,7
84,177,7
85,135,0
86,295,7
87,341,5
88,340,5
89,339,2
90,176,5
91,81,5
92,132,0
93,81,2
94,43,0
95,82,5
96,43,1
97,44,5
98,62,1
99,7,7
100,62,6
101,3,7
102,2,5
103,106,1
104,40,0
105,3,7
106,2,7
107,1,1
108,2,7
109,1,1
110,2,1
111,3,0
112,41,7
113,42,1
114,41,5
115,3,7
116,2,6
117,0,1
118,106,7
119,0,1
120,106,0
121,2,0
122,42,7
123,107,0
124,80,1
125,132,1
126,43,5
127,41,3
128,44,5
129,62,5
130,4,5
131,59,1
132,5,7
133,59,1
134,5,1
135,60,7
136,5,1
137,60,0
138,61,7
139,6,1
140,61,0
141,108,7
142,7,6
143,4,1
144,6,5
145,5,7
146,59,7
147,40,1
148,59,0
149,4,1
150,6,4
151,62,5
152,4,7
153,3,4
154,42,3
155,43,6
156,42,1
157,41,1
158,62,7
159,41,7
160,42,5
161,2,5
162,106,0
163,2,7
164,1,5
165,0,1
166,106,1
167,40,7
168,106,0
169,2,1
170,3,5
171,40,0
172,3,5
173,40,1
174,59,7
175,40,0
176,3,1
177,4,6
178,40,7
179,106,1
180,40,0
181,3,0
182,41,6
183,2,1
184,3,1
185,4,1
186,6,3
187,108,1
188,241,0
189,63,1
190,242,5
191,289,4
192,63,1
193,242,1
194,243,1
195,248,0
196,229,4
197,13,7
198,65,5
199,11,5
200,242,5
201,289,2
202,246,5
203,330,7
204,321,1
205,330,1
206,331,1
207,350,0
208,258,1
209,380,7
210,258,1
211,380,7
212,258,1
213,380,0
214,260,1
215,375,5
216,381,5
217,352,0
218,381,7
219,380,1
220,381,0
221,375,1
222,376,7
223,375,7
224,260,1
225,375,7
226,260,1
227,375,1
228,376,7
229,375,4
230,314,1
231,261,0
232,316,1
233,336,7
234,316,0
235,335,6
236,315,5
237,314,1
238,261,0
239,316,0
240,335,2
241,336,1
242,263,7
243,336,0
244,338,1
245,312,1
246,264,7
247,312,5
248,263,7
249,336,3
250,312,5
251,263,7
252,336,5
253,262,7
254,261,5
255,375,7
256,260,5
257,380,4
258,259,5
259,258,0
260,259,5
261,258,1
262,380,5
263,351,1
264,352,7
265,351,0
266,380,7
267,258,4
268,245,7
269,244,1
270,245,7
271,244,1
272,245,6
273,246,4
274,289,1
275,244,5
276,246,0
277,244,7
278,289,7
279,241,1
280,289,7
281,241,1
282,289,7
283,241,6
284,61,2
285,320,0
286,319,3
287,289,1
288,244,5
289,246,3
290,245,5
291,332,1
292,258,7
293,332,1
294,258,1
295,380,7
296,258,0
297,259,5
298,258,0
299,259,1
300,260,0
301,314,1
302,261,4
303,315,7
304,334,0
305,231,7
306,230,1
307,231,1
308,317,5
309,315,7
310,334,2
311,314,1
312,261,7
313,314,0
314,315,2
315,261,4
316,315,1
317,316,3
318,338,6
319,316,2
320,262,5
321,376,7
322,375,7
323,260,1
324,375,1
325,376,0
326,262,0
327,336,0
328,338,1
329,312,0
330,292,5
331,312,7
332,338,0
333,313,2
334,312,7
335,338,7
336,335,5
337,316,5
338,261,3
339,336,0
340,338,3
341,292,2
342,264,1
343,322,7
344,264,7
345,312,6
346,336,0
347,338,1
348,312,0
349,292,0
