,state,action
0,0,0
1,1,1
2,0,2
3,2,2
4,3,3
5,2,1
6,23,2
7,28,3
8,23,1
9,24,3
10,22,2
11,24,3
12,22,2
13,24,1
14,25,3
15,27,1
16,29,1
17,143,2
18,49,3
19,143,2
20,49,3
21,143,1
22,144,2
23,50,3
24,144,1
25,290,1
26,291,1
27,292,1
28,161,2
29,160,3
30,161,1
31,162,1
32,327,1
33,328,1
34,306,1
35,305,1
36,303,2
37,302,2
38,301,3
39,302,3
40,303,2
41,302,3
42,303,0
43,305,2
44,304,1
45,302,3
46,303,2
47,302,3
48,303,2
49,302,2
50,301,3
51,302,3
52,303,2
53,302,3
54,303,2
55,302,2
56,301,2
57,300,3
58,301,2
59,300,3
60,301,2
61,300,3
62,301,3
63,302,3
64,303,0
65,305,1
66,303,2
67,302,3
68,303,2
69,302,3
70,303,2
71,302,3
72,303,2
73,302,3
74,303,2
75,302,3
76,303,2
77,302,3
78,303,2
79,302,3
80,303,2
81,302,3
82,303,0
83,305,2
84,304,1
85,302,3
86,303,2
87,302,3
88,303,0
89,305,0
90,306,2
91,309,1
92,304,3
93,305,1
94,303,2
95,302,3
96,303,2
97,302,3
98,303,0
99,305,1
100,303,2
101,302,2
102,301,0
103,307,3
104,304,1
105,302,0
106,304,3
107,305,1
108,303,2
109,302,3
110,303,0
111,305,1
112,303,2
113,302,3
114,303,2
115,302,3
116,303,0
117,305,1
118,303,2
119,302,3
120,303,2
121,302,3
122,303,0
123,305,0
124,306,1
125,305,1
126,303,2
127,302,0
128,304,3
129,305,1
130,303,2
131,302,2
132,301,3
133,302,3
134,303,2
135,302,3
136,303,2
137,302,0
138,304,0
139,309,2
140,326,3
141,309,1
142,304,1
143,302,3
144,303,0
145,305,0
146,306,2
147,309,3
148,306,1
149,305,1
150,303,2
151,302,2
152,301,3
153,302,3
154,303,2
155,302,3
156,303,2
157,302,0
158,304,3
159,305,1
160,303,2
161,302,3
162,303,2
163,302,3
164,303,2
165,302,2
166,301,3
167,302,3
168,303,2
169,302,3
170,303,2
171,302,3
172,303,2
173,302,3
174,303,2
175,302,3
176,303,0
177,305,1
178,303,0
179,305,1
180,303,2
181,302,0
182,304,1
183,302,3
184,303,2
185,302,3
186,303,2
187,302,3
188,303,2
189,302,2
190,301,2
191,300,3
192,301,3
193,302,3
194,303,0
195,305,2
196,304,3
197,305,1
198,303,0
