,state,action
0,6,3
1,7,3
2,20,2
3,7,3
4,20,2
5,7,3
6,20,0
7,18,1
8,20,0
9,18,1
10,20,1
11,1,0
12,20,2
13,7,3
14,20,2
15,7,2
16,6,3
17,7,3
18,20,0
19,18,2
20,17,3
21,18,2
22,17,3
23,18,2
24,17,3
25,18,2
26,17,3
27,18,2
28,17,3
29,18,1
30,20,0
31,18,1
32,20,2
33,7,3
34,20,0
35,18,2
36,17,3
37,18,2
38,17,3
39,18,1
40,20,2
41,7,2
42,6,3
43,7,3
44,20,0
45,18,1
46,20,1
47,1,1
48,0,1
49,21,1
50,22,2
51,24,3
52,22,1
53,27,2
54,25,3
55,27,1
56,29,1
57,143,0
58,29,0
59,27,0
60,22,0
61,21,1
62,22,2
63,24,3
64,22,1
65,27,2
66,25,2
67,34,3
68,25,3
69,27,1
70,29,1
71,143,1
72,144,2
73,50,3
74,144,0
75,143,2
76,49,3
77,143,2
78,49,3
79,143,2
80,49,2
81,39,1
82,40,3
83,50,3
84,144,1
85,290,0
86,144,0
87,143,0
88,29,0
89,27,0
90,22,1
91,27,1
92,29,2
93,26,3
94,29,1
95,143,0
96,29,2
97,26,3
98,29,1
99,143,0
100,29,0
101,27,2
102,25,3
103,27,1
104,29,2
105,26,3
106,29,1
107,143,2
108,49,3
109,143,0
110,29,2
111,26,0
112,25,3
113,27,1
114,29,2
115,26,1
116,49,3
117,143,0
118,29,1
119,143,2
120,49,3
121,143,2
122,49,3
123,143,1
124,144,1
125,290,0
126,144,0
127,143,0
128,29,2
129,26,3
130,29,0
131,27,1
132,29,0
133,27,1
134,29,1
135,143,0
136,29,1
137,143,2
138,49,2
139,39,3
140,49,1
141,50,3
142,144,0
143,143,2
144,49,3
145,143,2
146,49,3
147,143,2
148,49,3
149,143,0
150,29,1
151,143,0
152,29,0
153,27,0
154,22,0
155,21,1
156,22,1
157,27,1
158,29,0
159,27,0
160,22,2
161,24,3
162,22,2
163,24,3
164,22,1
165,27,1
166,29,0
167,27,1
168,29,1
169,143,1
170,144,1
171,290,0
172,144,2
173,50,3
174,144,1
175,290,1
176,291,0
177,290,1
178,291,1
179,292,2
180,231,3
181,292,2
182,231,3
183,292,2
184,231,3
185,292,1
186,161,2
187,160,3
188,161,1
189,162,1
190,327,1
191,328,1
192,306,2
193,309,3
194,306,1
195,305,1
196,303,0
197,305,1
198,303,0
