,state,action
0,40,7
1,106,1
2,40,4
3,2,6
4,0,3
5,2,6
6,0,3
7,2,6
8,0,1
9,106,3
10,3,3
11,62,6
12,3,2
13,59,7
14,40,0
15,3,5
16,40,1
17,59,1
18,5,1
19,60,3
20,319,4
21,108,6
22,6,6
23,59,7
24,40,4
25,2,2
26,40,1
27,59,0
28,4,1
29,6,0
30,7,5
31,6,2
32,60,3
33,319,4
34,108,6
35,6,2
36,60,7
37,5,0
38,6,6
39,59,1
40,5,3
41,61,5
42,60,3
43,319,5
44,320,4
45,61,2
46,320,1
47,321,7
48,320,3
49,247,7
50,319,5
51,320,0
52,319,2
53,321,3
54,246,5
55,330,4
56,247,5
57,321,4
58,319,3
59,289,6
60,319,2
61,321,7
62,320,1
63,321,4
64,319,6
65,60,0
66,61,6
67,5,1
68,60,3
69,319,5
70,320,4
71,61,2
72,320,7
73,60,0
74,61,6
75,5,3
76,61,6
77,5,7
78,59,3
79,6,3
80,108,7
81,7,4
82,44,2
83,7,5
84,6,6
85,59,7
86,40,0
87,3,6
88,106,0
89,2,6
90,0,1
91,106,3
92,3,6
93,106,7
94,0,1
95,106,3
96,3,2
97,59,1
98,5,1
99,60,4
100,6,6
101,59,3
102,6,6
103,59,0
104,4,5
105,59,4
106,3,1
107,4,2
108,5,1
109,60,7
110,5,1
111,60,0
112,61,1
113,319,6
114,60,0
115,61,3
116,241,6
117,61,6
118,5,3
119,61,2
120,320,4
121,61,1
122,319,5
123,320,0
124,319,0
125,241,7
126,108,1
127,241,7
128,108,7
129,7,7
130,62,6
131,3,2
132,59,1
133,5,3
134,61,6
135,5,0
136,6,5
137,5,1
138,60,7
139,5,3
140,61,2
141,320,0
142,319,5
143,320,1
144,321,7
145,320,4
146,61,2
147,320,1
148,321,1
149,330,0
150,246,2
151,331,3
152,258,1
153,380,2
154,352,7
155,351,4
156,258,2
157,351,3
158,381,2
159,353,0
160,383,6
161,352,3
162,383,6
163,352,0
164,381,2
165,353,3
166,377,6
167,353,3
168,377,5
169,354,7
170,353,3
171,377,2
172,355,0
173,378,6
174,354,3
175,378,2
176,356,3
177,368,6
178,356,1
179,357,7
180,356,3
181,368,6
182,356,3
183,368,6
184,356,4
185,378,2
186,356,0
187,373,6
188,355,0
189,378,2
190,356,0
191,373,6
192,355,7
193,354,3
194,378,5
195,355,7
196,354,7
197,353,1
198,354,1
199,355,7
200,354,7
201,353,4
202,381,5
203,352,0
204,381,6
205,351,3
206,381,2
207,353,0
208,383,2
209,354,3
210,378,7
211,377,2
212,355,1
213,356,4
214,378,2
215,356,0
216,373,2
217,357,0
218,368,6
219,356,1
220,357,7
221,356,4
222,378,6
223,354,0
224,377,2
225,355,1
226,356,4
227,378,2
228,356,4
229,378,3
230,347,2
231,368,1
232,360,6
233,357,7
234,356,0
235,373,4
236,374,6
237,377,5
238,354,0
239,377,0
240,379,7
241,376,5
242,383,2
243,354,7
244,353,1
245,354,1
246,355,7
247,354,3
248,378,6
249,354,7
250,353,0
251,383,7
252,381,6
253,351,0
254,380,5
255,351,7
256,350,1
257,351,3
258,381,6
259,351,4
260,258,6
261,331,3
262,258,6
263,331,4
264,246,3
265,245,6
266,246,6
267,321,3
268,246,6
269,321,1
270,330,1
271,331,3
272,258,5
273,350,0
274,258,7
275,332,6
276,330,3
277,332,5
278,331,7
279,330,0
280,246,5
281,330,3
282,332,7
283,246,5
284,330,3
285,332,5
286,331,4
287,246,2
288,331,3
289,258,5
290,350,3
291,380,1
292,381,5
293,352,7
294,351,1
295,352,0
296,381,6
297,351,4
298,258,5
299,350,3
300,380,5
301,351,4
302,258,0
303,259,2
304,380,2
305,352,3
306,383,0
307,376,5
308,383,6
309,352,1
310,353,7
311,352,4
312,380,2
313,352,3
314,383,5
315,353,4
316,381,5
317,352,4
318,380,6
319,350,7
320,331,4
321,246,5
322,330,7
323,321,3
324,246,5
325,330,4
326,247,6
327,320,0
328,319,3
329,289,7
330,241,6
331,61,5
332,60,0
333,61,1
334,319,6
335,60,4
336,6,5
337,5,3
338,61,6
339,5,4
340,4,7
341,3,2
342,59,1
343,5,3
344,61,4
345,7,2
346,61,5
347,60,4
348,6,6
349,59,7
