,state,action
0,6,1
1,5,1
2,3,1
3,28,1
4,30,3
5,24,1
6,25,1
7,26,1
8,49,1
9,50,1
10,269,3
11,290,1
12,291,1
13,292,1
14,161,1
15,162,1
16,327,2
17,158,1
18,163,1
19,309,1
20,304,1
21,302,2
22,301,0
23,307,1
24,301,0
25,307,1
26,301,0
27,307,1
28,301,3
29,302,2
30,301,2
31,300,0
32,308,1
33,300,2
34,299,0
35,312,0
36,311,3
37,310,1
38,308,1
39,300,0
40,308,1
41,300,3
42,301,2
43,300,2
44,299,0
45,312,1
46,299,3
47,300,0
48,308,1
49,300,3
50,301,3
51,302,3
52,303,2
53,302,0
54,304,1
55,302,3
56,303,2
57,302,3
58,303,0
59,305,1
60,303,0
61,305,1
62,303,0
63,305,1
64,303,0
65,305,1
66,303,0
67,305,1
68,303,0
69,305,2
70,304,1
71,302,2
72,301,0
73,307,1
74,301,2
75,300,0
76,308,1
77,300,0
78,308,3
79,307,1
80,301,3
81,302,0
82,304,0
83,309,1
84,304,2
85,307,1
86,301,3
87,302,2
88,301,2
89,300,2
90,299,3
91,300,2
92,299,0
93,312,1
94,299,3
95,300,2
96,299,2
97,283,3
98,299,3
99,300,3
100,301,2
101,300,0
102,308,1
103,300,0
104,308,1
105,300,0
106,308,1
107,300,3
108,301,0
109,307,1
110,301,2
111,300,2
112,299,0
113,312,0
114,311,1
115,312,1
116,299,0
117,312,1
118,299,0
119,312,1
120,299,3
121,300,2
122,299,0
123,312,1
124,299,0
125,312,3
126,308,1
127,300,0
128,308,1
129,300,0
130,308,1
131,300,3
132,301,2
133,300,0
134,308,1
135,300,0
136,308,0
137,310,1
138,308,2
139,312,1
140,299,3
141,300,0
142,308,1
143,300,3
144,301,3
145,302,0
146,304,1
147,302,2
148,301,2
149,300,3
150,301,3
151,302,0
152,304,1
153,302,2
154,301,3
155,302,0
156,304,1
157,302,2
158,301,3
159,302,0
160,304,1
161,302,2
162,301,0
163,307,1
164,301,2
165,300,0
166,308,1
167,300,2
168,299,0
169,312,1
170,299,2
171,283,0
172,282,1
173,283,0
174,282,1
175,283,3
176,299,0
177,312,1
178,299,2
179,283,0
180,282,1
181,283,0
182,282,1
183,283,3
184,299,0
185,312,1
186,299,3
187,300,2
188,299,0
189,312,1
190,299,2
191,283,3
192,299,2
193,283,2
194,284,0
195,285,1
196,284,0
197,285,1
198,284,0
