,state,action
0,0,3
1,2,1
2,3,1
3,4,1
4,6,5
5,5,0
6,6,1
7,61,0
8,108,1
9,241,7
10,108,3
11,63,1
12,242,1
13,243,1
14,248,1
15,333,2
16,260,7
17,259,1
18,260,3
19,261,1
20,262,6
21,375,1
22,376,1
23,379,7
24,376,1
25,379,1
26,374,1
27,347,4
28,345,1
29,346,0
30,366,2
31,348,1
32,369,1
33,364,6
34,362,1
35,363,4
36,369,1
37,364,7
38,369,1
39,364,6
40,362,6
41,368,1
42,360,1
43,361,4
44,362,1
45,363,7
46,362,1
47,363,0
48,364,5
49,363,6
50,360,1
51,361,0
52,363,5
53,361,7
54,360,1
55,361,6
56,358,7
57,357,1
58,358,1
59,359,7
60,358,1
61,359,7
62,358,1
63,359,7
64,358,7
65,357,1
66,358,1
67,359,7
68,358,7
69,357,1
70,358,3
71,361,4
72,362,0
73,369,1
74,364,6
75,362,1
76,363,4
77,369,1
78,364,6
79,362,2
80,361,0
81,363,4
82,369,1
83,364,0
84,371,6
85,369,2
86,363,4
87,369,5
88,362,6
89,368,1
90,360,1
91,361,0
92,363,4
93,369,1
94,364,4
95,365,1
96,371,0
97,329,0
98,328,0
99,327,6
100,326,1
101,328,0
102,327,7
103,349,1
104,327,4
105,234,1
106,318,5
107,327,5
108,328,7
109,326,1
110,328,4
111,349,1
112,327,0
113,318,0
114,238,7
115,235,1
116,238,7
117,235,1
118,238,7
119,235,6
120,367,1
121,234,7
122,367,1
123,234,1
124,318,5
125,327,4
126,234,1
127,318,7
128,234,1
129,318,0
130,238,4
131,237,1
132,239,7
133,237,1
134,239,4
135,103,1
136,240,6
137,237,7
138,236,1
139,237,1
140,239,4
141,103,4
142,28,1
143,104,1
144,105,0
145,30,4
146,35,5
147,29,1
148,30,4
149,35,0
150,33,1
151,32,0
152,34,7
153,36,1
154,34,0
155,37,7
156,57,1
157,37,6
158,36,1
159,34,7
160,36,5
161,33,1
162,32,4
163,36,1
164,34,5
165,32,6
166,35,1
167,31,5
168,30,4
169,35,1
170,31,4
171,33,1
172,32,5
173,31,7
174,35,1
175,31,7
176,35,1
177,31,4
178,33,1
179,32,0
180,34,6
181,33,1
182,32,0
183,34,5
184,32,0
185,34,0
186,37,4
187,38,1
188,39,4
189,58,1
