,label,data_len,epic_mean,fird_mean,rew_mean,epic_std,fird_std,rew_std
50,res_adept_1_adept_1_adept_1_adept_1_adept_1_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,105,0.27885469056748696,0.232206570221475,0.27886102728465745,0.0867099676961165,0.06396589697866709,0.08671083706853984
51,res_adept_1_adept_1_adept_1_adept_1_adept_1_phoenix_3_phoenix_3_phoenix_3_phoenix_3_phoenix_3_,103,0.20222950443617213,0.17023126128586702,0.20223515270377973,0.08858024295685363,0.06453316823072182,0.08858198200992036
52,res_stalker_3_stalker_3_stalker_3_stalker_3_stalker_3_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,102,0.27495062460232333,0.24351680510235596,0.27495637769044357,0.11407643834538697,0.0957969682339443,0.11407406913650676
53,res_voidray_1_voidray_1_voidray_1_voidray_1_voidray_1_adept_1_adept_1_adept_1_adept_1_adept_1_,104,0.2475665835420769,0.23952398229266425,0.24755693154610978,0.12191438964435522,0.1250313208795013,0.12190203258422275
54,res_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_phoenix_2_pheonix_2_,200,0.2504197841985451,0.23467531849018536,0.25043693908925724,0.0831518020666389,0.06666076912380488,0.0831569934338201
55,res_adept_2_adept_2_adept_2_adept_2_adept_2_voidray_1_voidray_1_voidray_1_voidray_1_voidray_1_,102,0.279871267136734,0.26365032950754985,0.27986134012176594,0.11742333050143505,0.11942816206237898,0.117411153547105
56,res_adept_1_adept_1_adept_1_adept_1_adept_1_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_,106,0.27099449830116745,0.26641077552732867,0.2709866565776725,0.1384166700935418,0.14360005832941597,0.13840646540414797
57,res_phoenix_1_phoenix_1_phoenix_1_phoenix_1_phoenix_1_stalker_4_stalker_4_stalker_4_stalker_4_stalker_4_,104,0.262953062837604,0.22673484416199285,0.2629554469921115,0.18204018254387092,0.15893516241097977,0.1820362001477285
58,res_stalker_1_stalker_1_stalker_1_stalker_1_stalker_1_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_,102,0.2222041515683463,0.21179848839434331,0.22219926413143545,0.10103569903371237,0.10242349560355682,0.10102914588488451
59,res_stalker_2_stalker_2_stalker_2_stalker_2_stalker_2_voidray_4_voidray_4_voidray_4_voidray_4_voidray_4_,103,0.26837504336015877,0.26079734181165687,0.268370435883935,0.09036163653960419,0.08420455764836489,0.09035920602248158
60,res_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_phoenix_4_,114,0.25626807785994965,0.2373967422006459,0.25627814939481214,0.12056209627171721,0.10239532536824032,0.12056107261614155
61,res_voidray_3_voidray_3_voidray_3_voidray_3_voidray_3_phoenix_1_phoenix_1_phoenix_1_phoenix_1_phoenix_1_,101,0.2211617286998115,0.17683255873023723,0.22116971859774506,0.07574776510085549,0.051485632390845144,0.07574855180304543
62,res_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_voidray_2_,104,0.2357669908435767,0.24482821779888922,0.23574981318544752,0.07956372130665197,0.07996315591838635,0.07955161055384811
63,res_adept_3_adept_3_adept_3_adept_3_adept_3_adept_3_adept_3_adept_3_adept_3_,103,0.28483774187234423,0.25142787477451517,0.2848428027453285,0.15289502789051176,0.12721545077225946,0.15289489606125786
