,state,action
0,6,2
1,8,0
2,12,2
3,11,1
4,9,1
5,15,0
6,9,2
7,10,0
8,13,1
9,10,0
10,13,2
11,52,2
12,79,3
13,52,2
14,79,1
15,172,2
16,80,1
17,68,2
18,67,0
19,76,0
20,77,2
21,74,2
22,73,2
23,252,2
24,253,3
25,252,1
26,259,3
27,72,0
28,73,1
29,72,0
30,73,3
31,74,2
32,73,1
33,72,3
34,71,1
35,70,2
36,75,1
37,123,2
38,125,0
39,233,1
40,125,0
41,233,2
42,229,2
43,255,0
44,256,0
45,257,2
46,324,2
47,322,2
48,317,2
49,318,2
50,319,1
51,321,3
52,320,2
53,321,0
54,319,1
55,321,0
56,319,1
57,321,0
58,319,3
59,318,2
60,319,1
61,321,0
62,319,1
63,321,0
64,319,3
65,318,1
66,320,0
67,318,2
68,319,1
69,321,0
70,319,1
71,321,0
72,319,1
73,321,0
74,319,1
75,321,0
76,319,1
77,321,1
78,323,0
79,321,0
80,319,3
81,318,3
82,317,2
83,318,2
84,319,3
85,318,2
86,319,1
87,321,0
88,319,1
89,321,1
90,323,0
91,321,1
92,323,0
93,321,0
94,319,3
95,318,2
96,319,1
97,321,1
98,323,0
99,321,0
100,319,3
101,318,1
102,320,0
103,318,2
104,319,1
105,321,0
106,319,1
107,321,0
108,319,3
109,318,1
110,320,2
111,321,0
112,319,1
113,321,0
114,319,1
115,321,0
116,319,3
117,318,1
118,320,3
119,190,2
120,320,0
121,318,2
122,319,3
123,318,2
124,319,3
125,318,2
126,319,1
127,321,3
128,320,2
129,321,0
130,319,1
131,321,3
132,320,1
133,261,0
134,320,0
135,318,2
136,319,1
137,321,1
138,323,0
139,321,1
140,323,0
141,321,0
142,319,1
143,321,3
144,320,0
145,318,1
146,320,0
147,318,1
148,320,0
149,318,2
150,319,1
151,321,0
152,319,1
153,321,1
154,323,0
155,321,0
156,319,1
157,321,0
158,319,1
159,321,0
160,319,3
161,318,2
162,319,1
163,321,0
164,319,1
165,321,1
166,323,0
167,321,3
168,320,2
169,321,0
170,319,3
171,318,3
172,317,1
173,190,0
174,317,1
175,190,0
176,317,2
177,318,1
178,320,2
179,321,0
180,319,3
181,318,1
182,320,2
183,321,0
184,319,1
185,321,0
186,319,1
187,321,0
188,319,3
189,318,1
190,320,0
191,318,2
192,319,1
193,321,1
194,323,0
195,321,0
196,319,1
197,321,0
198,319,1
