,state,action
0,18,1
1,20,0
2,18,2
3,17,1
4,7,0
5,17,2
6,16,1
7,6,2
8,8,2
9,9,0
10,11,2
11,13,1
12,10,0
13,13,2
14,52,2
15,79,2
16,78,2
17,77,1
18,76,2
19,71,0
20,74,2
21,73,2
22,252,1
23,259,0
24,252,1
25,259,2
26,254,2
27,256,2
28,258,0
29,324,3
30,257,2
31,324,2
32,322,2
33,317,2
34,318,1
35,320,2
36,321,0
37,319,3
38,318,2
39,319,1
40,321,0
41,319,1
42,321,1
43,323,1
44,342,0
45,323,0
46,321,0
47,319,3
48,318,2
49,319,1
50,321,1
51,323,0
52,321,0
53,319,3
54,318,2
55,319,1
56,321,0
57,319,3
58,318,1
59,320,0
60,318,1
61,320,1
62,261,0
63,320,0
64,318,1
65,320,0
66,318,1
67,320,2
68,321,0
69,319,3
70,318,2
71,319,3
72,318,2
73,319,1
74,321,0
75,319,3
76,318,2
77,319,1
78,321,0
79,319,1
80,321,0
81,319,1
82,321,3
83,320,0
84,318,3
85,317,2
86,318,2
87,319,1
88,321,0
89,319,3
90,318,1
91,320,0
92,318,2
93,319,3
94,318,2
95,319,1
96,321,0
97,319,1
98,321,0
99,319,3
100,318,2
101,319,1
102,321,0
103,319,1
104,321,0
105,319,1
106,321,0
107,319,1
108,321,3
109,320,2
110,321,0
111,319,3
112,318,2
113,319,1
114,321,0
115,319,1
116,321,0
117,319,1
118,321,1
119,323,0
120,321,0
121,319,1
122,321,0
123,319,1
124,321,3
125,320,2
126,321,1
127,323,0
128,321,0
129,319,1
130,321,0
131,319,1
132,321,0
133,319,1
134,321,3
135,320,0
136,318,2
137,319,1
138,321,0
139,319,1
140,321,0
141,319,1
142,321,3
143,320,0
144,318,2
145,319,1
146,321,0
147,319,3
148,318,1
149,320,2
150,321,0
151,319,1
152,321,3
153,320,2
154,321,0
155,319,1
156,321,0
157,319,3
158,318,2
159,319,1
160,321,0
161,319,3
162,318,2
163,319,1
164,321,3
165,320,0
166,318,2
167,319,1
168,321,0
169,319,3
170,318,2
171,319,1
172,321,0
173,319,1
174,321,0
175,319,1
176,321,0
177,319,3
178,318,2
179,319,1
180,321,1
181,323,0
182,321,1
183,323,1
184,342,0
185,323,0
186,321,3
187,320,0
188,318,3
189,317,2
190,318,2
191,319,3
192,318,2
193,319,1
194,321,0
195,319,1
196,321,0
197,319,1
198,321,0
