,state,action
0,16,2
1,12,2
2,11,2
3,13,1
4,10,3
5,9,0
6,11,2
7,13,1
8,10,2
9,14,1
10,54,0
11,14,2
12,172,2
13,80,1
14,68,0
15,80,2
16,76,1
17,67,1
18,66,0
19,67,0
20,76,0
21,77,2
22,74,2
23,73,1
24,72,2
25,259,0
26,252,1
27,259,0
28,252,2
29,253,2
30,257,2
31,324,2
32,322,2
33,317,1
34,190,0
35,317,2
36,318,2
37,319,3
38,318,2
39,319,1
40,321,0
41,319,3
42,318,2
43,319,3
44,318,3
45,317,2
46,318,2
47,319,1
48,321,0
49,319,1
50,321,0
51,319,3
52,318,1
53,320,0
54,318,3
55,317,2
56,318,2
57,319,1
58,321,0
59,319,1
60,321,0
61,319,3
62,318,2
63,319,3
64,318,2
65,319,1
66,321,0
67,319,1
68,321,0
69,319,1
70,321,0
71,319,1
72,321,0
73,319,1
74,321,0
75,319,1
76,321,0
77,319,1
78,321,3
79,320,0
80,318,2
81,319,1
82,321,0
83,319,1
84,321,0
85,319,1
86,321,0
87,319,3
88,318,1
89,320,1
90,261,0
91,320,0
92,318,2
93,319,1
94,321,0
95,319,1
96,321,1
97,323,0
98,321,0
99,319,1
100,321,0
101,319,1
102,321,0
103,319,1
104,321,1
105,323,0
106,321,0
107,319,1
108,321,0
109,319,1
110,321,0
111,319,1
112,321,3
113,320,2
114,321,3
115,320,2
116,321,0
117,319,3
118,318,2
119,319,1
120,321,1
121,323,0
122,321,0
123,319,1
124,321,0
125,319,1
126,321,0
127,319,1
128,321,0
129,319,1
130,321,0
131,319,1
132,321,1
133,323,0
134,321,0
135,319,3
136,318,2
137,319,1
138,321,0
139,319,1
140,321,0
141,319,1
142,321,3
143,320,2
144,321,0
145,319,1
146,321,0
147,319,1
148,321,0
149,319,3
150,318,3
151,317,2
152,318,2
153,319,3
154,318,2
155,319,1
156,321,0
157,319,1
158,321,3
159,320,2
160,321,0
161,319,1
162,321,0
163,319,1
164,321,0
165,319,3
166,318,1
167,320,0
168,318,3
169,317,2
170,318,1
171,320,2
172,321,0
173,319,1
174,321,0
175,319,1
176,321,0
177,319,1
178,321,0
179,319,3
180,318,2
181,319,1
182,321,0
183,319,1
184,321,3
185,320,0
186,318,3
187,317,2
188,318,2
189,319,3
190,318,1
191,320,3
192,190,2
193,320,1
194,261,2
195,323,0
196,321,0
197,319,3
198,318,2
