,state,action
0,0,2
1,2,2
2,3,0
3,5,2
4,19,2
5,15,0
6,9,0
7,11,2
8,13,1
9,10,0
10,13,2
11,52,2
12,79,2
13,78,1
14,80,2
15,76,0
16,77,3
17,78,1
18,80,0
19,78,2
20,77,2
21,74,1
22,71,1
23,70,0
24,71,0
25,74,2
26,73,3
27,74,2
28,73,2
29,252,2
30,253,2
31,257,3
32,253,2
33,257,1
34,256,0
35,257,2
36,324,1
37,258,0
38,324,2
39,322,2
40,317,2
41,318,3
42,317,2
43,318,1
44,320,3
45,190,2
46,320,0
47,318,1
48,320,0
49,318,3
50,317,1
51,190,2
52,320,3
53,190,0
54,317,1
55,190,2
56,320,2
57,321,0
58,319,1
59,321,0
60,319,1
61,321,0
62,319,1
63,321,1
64,323,0
65,321,0
66,319,1
67,321,1
68,323,0
69,321,0
70,319,3
71,318,2
72,319,1
73,321,1
74,323,0
75,321,0
76,319,3
77,318,2
78,319,1
79,321,0
80,319,1
81,321,0
82,319,1
83,321,0
84,319,1
85,321,1
86,323,1
87,342,0
88,323,0
89,321,1
90,323,0
91,321,0
92,319,1
93,321,0
94,319,3
95,318,3
96,317,2
97,318,2
98,319,1
99,321,0
100,319,1
101,321,0
102,319,1
103,321,1
104,323,0
105,321,0
106,319,3
107,318,1
108,320,2
109,321,0
110,319,1
111,321,0
112,319,1
113,321,1
114,323,0
115,321,0
116,319,1
117,321,3
118,320,0
119,318,1
120,320,1
121,261,2
122,323,1
123,342,0
124,323,0
125,321,1
126,323,0
127,321,0
128,319,3
129,318,1
130,320,0
131,318,2
132,319,1
133,321,0
134,319,1
135,321,0
136,319,1
137,321,0
138,319,3
139,318,1
140,320,2
141,321,0
142,319,1
143,321,3
144,320,2
145,321,0
146,319,3
147,318,2
148,319,1
149,321,0
150,319,1
151,321,0
152,319,1
153,321,0
154,319,3
155,318,3
156,317,2
157,318,2
158,319,1
159,321,0
160,319,1
161,321,0
162,319,1
163,321,0
164,319,1
165,321,1
166,323,0
167,321,3
168,320,1
169,261,0
170,320,2
171,321,0
172,319,3
173,318,1
174,320,0
175,318,2
176,319,1
177,321,0
178,319,1
179,321,0
180,319,1
181,321,0
182,319,1
183,321,0
184,319,1
185,321,0
186,319,1
187,321,0
188,319,1
189,321,0
190,319,1
191,321,0
192,319,1
193,321,1
194,323,1
195,342,1
196,264,1
197,265,0
198,264,0
