,orig_acc,orig_prec,orig_rec,orig_f1,epic_acc,epic_prec,epic_rec,epic_f1,dard_acc,dard_prec,dard_rec,dard_f1,sard_acc,sard_prec,sard_rec,sard_f1
0,0.4,0.32943825910931174,0.41500000000000004,0.33842201276983885,0.52,0.48311051693404633,0.48956349206349203,0.46240034475328595,0.54,0.4885353535353535,0.518968253968254,0.47708908169050857,0.58,0.575767973856209,0.5775396825396826,0.5114405672300409
1,0.42,0.3434294068504594,0.4277350427350427,0.3706127450980392,0.47,0.4533128908128908,0.4955128205128204,0.4621676362852834,0.52,0.5344242960342032,0.5499633699633699,0.5174141980659774,0.51,0.5103049401578813,0.5518131868131869,0.47330135539517687
2,0.43,0.37761904761904763,0.4514285714285714,0.36913026252684694,0.47,0.5256137566137566,0.4999999999999999,0.45776824659177595,0.47,0.49446581196581196,0.49821428571428567,0.46846688825151606,0.56,0.5770232901773149,0.5916666666666667,0.5280548147961501
3,0.35,0.30485612598615697,0.3655555555555555,0.31741589565118977,0.44,0.4412210012210013,0.46499999999999997,0.41711482961482965,0.49,0.45531151854681273,0.5183333333333333,0.46019829547518337,0.56,0.6494723250605604,0.5806818181818182,0.5146613221343659
4,0.4,0.3829692961500742,0.40606060606060607,0.3584662559662559,0.45,0.40525641025641024,0.44848484848484843,0.40542767174346117,0.5,0.4781526806526807,0.48560606060606054,0.454913758755864,0.59,0.6050000000000001,0.5683333333333332,0.5235266882015239
5,0.43,0.34125,0.40851370851370844,0.3617130506785679,0.45,0.4624742002063983,0.43010461760461755,0.398127840841484,0.53,0.5123953582649234,0.520508658008658,0.49786047286047275,0.62,0.6182539682539684,0.6169719169719169,0.5640676914590655
6,0.43,0.2952380952380952,0.3866341991341991,0.3203490008443569,0.47,0.4160751879699248,0.42597402597402595,0.3951492869387606,0.57,0.565018811597759,0.520508658008658,0.5027539331144644,0.62,0.5278593117408906,0.5527777777777778,0.48416009557945044
7,0.36,0.32143772893772893,0.431031746031746,0.333099028535134,0.41,0.4500420875420875,0.4700793650793651,0.41543024227234754,0.44,0.46849927849927847,0.4900793650793651,0.4390203251645876,0.53,0.5520254255548374,0.5801623376623376,0.5000786141962612
8,0.43,0.3711493477282951,0.4146703296703297,0.37327012413193417,0.45,0.4355494505494505,0.45205128205128214,0.42620160884866776,0.53,0.5473021181716835,0.5391758241758242,0.5063752761350016,0.53,0.5936064659977703,0.5536935286935287,0.4891053391053391
9,0.34,0.2962732365673542,0.35145743145743147,0.3020992352798505,0.43,0.407014652014652,0.44499278499278494,0.4117317015343331,0.52,0.511333067517278,0.5606637806637805,0.5015680505611855,0.52,0.5833578431372548,0.5466100566100566,0.4797927072927073
