,orig_acc,orig_prec,orig_rec,orig_f1,epic_acc,epic_prec,epic_rec,epic_f1,dard_acc,dard_prec,dard_rec,dard_f1,sard_acc,sard_prec,sard_rec,sard_f1
0,0.72,0.7369718516777339,0.7086172161172162,0.6727690280733759,0.72,0.7472971472971472,0.7091666666666667,0.6703219998016632,0.7,0.6428839869281046,0.699047619047619,0.637822247927511,0.71,0.6493822843822843,0.7071428571428571,0.653008658008658
1,0.68,0.5861095921622238,0.6874649859943978,0.614935064935065,0.69,0.5898595921622237,0.701750700280112,0.6212591756070017,0.65,0.5165460927960928,0.6682072829131652,0.560801748617067,0.73,0.6960496366378719,0.7393557422969188,0.6869615267441355
2,0.73,0.6471362117414748,0.7353535353535353,0.6769525082760377,0.75,0.6770604541657173,0.7544444444444445,0.700862257946657,0.73,0.6507112478165109,0.7311111111111112,0.6714798534798535,0.75,0.7713782949077066,0.7531313131313132,0.7058662652588483
3,0.72,0.6467639876463406,0.7266666666666667,0.647753051106026,0.72,0.646207264957265,0.7166666666666666,0.6464402483174168,0.68,0.6175378787878788,0.6799999999999999,0.6028537988710959,0.68,0.5833104395604395,0.6766666666666666,0.6067361374016353
4,0.71,0.6366032359453412,0.6890909090909091,0.6362024136435902,0.73,0.7062398191688809,0.7057575757575758,0.6522560612761852,0.67,0.5724933889639771,0.6512121212121211,0.5761150614376421,0.69,0.5869683257918552,0.676060606060606,0.6085190687265599
5,0.78,0.6903418803418804,0.7377777777777779,0.7044349683447046,0.77,0.6809371184371185,0.7252777777777778,0.6928832442067737,0.76,0.6485281548516842,0.7177777777777777,0.6747491499478916,0.74,0.6439864083285136,0.7045238095238096,0.6598257080610022
6,0.73,0.6607142857142858,0.7323076923076923,0.6761121402351251,0.76,0.83625,0.76,0.7085038419705422,0.71,0.6789958407605466,0.71,0.6400614439324117,0.72,0.7391269841269841,0.7292307692307692,0.6867444448134985
7,0.77,0.706654252610135,0.7220779220779221,0.6780370915111704,0.78,0.7294320303879128,0.7304112554112554,0.6880370915111704,0.73,0.6897379813169289,0.6916017316017317,0.6428832895380266,0.77,0.7042307692307693,0.7414935064935065,0.7014800084140413
8,0.72,0.7368681318681319,0.7456709956709957,0.6887340094433917,0.74,0.7702014652014653,0.7638528138528139,0.7037142465975418,0.66,0.5766921313980139,0.6651515151515152,0.5690597832951656,0.73,0.6116910866910866,0.7112987012987013,0.6397705627705628
9,0.7,0.6382225617519734,0.7248484848484849,0.6469448144448144,0.69,0.6282225617519736,0.7157575757575757,0.6362058458111091,0.62,0.4941926129426129,0.6498834498834498,0.5405304210639779,0.66,0.582164085914086,0.688065268065268,0.6108586335553348
10,0.7,0.7717193675889328,0.7218406593406593,0.6541328865642367,0.7,0.7717193675889328,0.7218406593406593,0.6541328865642367,0.63,0.5271183473389355,0.6387515262515262,0.5470067331337749,0.67,0.5797222222222222,0.6792887667887668,0.613653978848476
