,state,action
0,16,2
1,12,3
2,16,3
3,17,2
4,16,1
5,6,0
6,16,2
7,12,2
8,11,1
9,9,0
10,11,3
11,12,1
12,8,0
13,12,3
14,16,1
15,6,1
16,5,0
17,6,0
18,16,2
19,12,2
20,11,1
21,9,1
22,15,0
23,9,0
24,11,2
25,13,1
26,10,0
27,13,2
28,52,3
29,13,2
30,52,1
31,14,0
32,52,1
33,14,2
34,172,0
35,79,3
36,52,2
37,79,3
38,52,2
39,79,1
40,172,0
41,79,1
42,172,0
43,79,1
44,172,0
45,79,2
46,78,3
47,79,2
48,78,2
49,77,2
50,74,1
51,71,0
52,74,2
53,73,3
54,74,3
55,77,2
56,74,2
57,73,2
58,252,2
59,253,2
60,257,3
61,253,1
62,254,0
63,253,2
64,257,2
65,324,2
66,322,1
67,189,0
68,322,2
69,317,2
70,318,1
71,320,0
72,318,2
73,319,3
74,318,2
75,319,1
76,321,1
77,323,1
78,342,0
79,323,0
80,321,0
81,319,3
82,318,2
83,319,1
84,321,0
85,319,1
86,321,0
87,319,3
88,318,1
89,320,0
90,318,1
91,320,0
92,318,1
93,320,0
94,318,3
95,317,2
96,318,2
97,319,3
98,318,3
99,317,3
100,322,1
101,189,2
102,190,0
103,317,2
104,318,2
105,319,1
106,321,0
107,319,1
108,321,0
109,319,1
110,321,0
111,319,1
112,321,0
113,319,3
114,318,1
115,320,3
116,190,0
117,317,1
118,190,0
119,317,2
120,318,1
121,320,0
122,318,1
123,320,0
124,318,1
125,320,0
126,318,2
127,319,1
128,321,0
129,319,1
130,321,0
131,319,1
132,321,0
133,319,1
134,321,0
135,319,3
136,318,2
137,319,3
138,318,1
139,320,0
140,318,2
141,319,1
142,321,0
143,319,1
144,321,0
145,319,3
146,318,3
147,317,1
148,190,0
149,317,2
150,318,2
151,319,1
152,321,0
153,319,1
154,321,0
155,319,3
156,318,1
157,320,3
158,190,3
159,189,2
160,190,0
161,317,3
162,322,3
163,324,1
164,258,0
165,324,1
166,258,0
167,324,2
168,322,2
169,317,3
170,322,3
171,324,1
172,258,0
173,324,2
174,322,3
175,324,2
176,322,2
177,317,2
178,318,3
179,317,3
180,322,2
181,317,3
182,322,3
183,324,3
184,257,2
185,324,1
186,258,0
187,324,1
188,258,0
189,324,3
190,257,2
191,324,1
192,258,0
193,324,3
194,257,3
195,253,3
196,252,3
197,73,2
198,252,3
